player_id,ab_group,item_name,item_category,price_usd,purchase_timestamp,payment_method,country,is_refunded
4504099,gate_30,VIP Starter Pack,bundle,7.99,2026-04-28 08:01:37.913743,google_play,Malaysia,False
7843052,gate_40,VIP Starter Pack,bundle,7.99,2026-06-15 03:01:37.913743,apple_pay,Vietnam,False
7843052,gate_40,Ad-Free Pass,subscription,4.99,2026-06-23 22:01:37.913743,gopay,Vietnam,False
7843052,gate_40,Gem Bundle 100,gem,0.99,2026-06-25 23:01:37.913743,credit_card,Vietnam,False
869149,gate_30,Extra Lives Pack,lives,0.99,2026-06-14 18:01:37.913743,dana,Vietnam,False
869149,gate_30,Gem Bundle 100,gem,0.99,2026-06-05 19:01:37.913743,apple_pay,Vietnam,False
869149,gate_30,Ad-Free Pass,subscription,4.99,2026-06-07 01:01:37.913743,google_play,Vietnam,False
1612463,gate_40,Monthly Battle Pass,subscription,9.99,2026-05-27 04:01:37.913743,apple_pay,Vietnam,False
1612463,gate_40,Ad-Free Pass,subscription,4.99,2026-06-01 08:01:37.913743,google_play,Vietnam,False
1210658,gate_30,VIP Starter Pack,bundle,7.99,2026-06-02 21:01:37.913743,google_play,Indonesia,False
1210658,gate_30,Monthly Battle Pass,subscription,9.99,2026-06-14 23:01:37.913743,google_play,Indonesia,False
4427988,gate_40,Special Skin Bundle,cosmetic,3.99,2026-05-22 03:01:37.913743,apple_pay,Indonesia,False
4427988,gate_40,Ad-Free Pass,subscription,4.99,2026-05-16 19:01:37.913743,google_play,Indonesia,False
2341775,gate_40,VIP Starter Pack,bundle,7.99,2026-05-22 07:01:37.913743,dana,Vietnam,False
2341775,gate_40,Gem Bundle 500,gem,2.99,2026-05-25 05:01:37.913743,google_play,Vietnam,False
2341775,gate_40,VIP Starter Pack,bundle,7.99,2026-05-28 08:01:37.913743,credit_card,Vietnam,False
100214,gate_40,Extra Lives Pack,lives,0.99,2026-05-26 07:01:37.913743,google_play,Vietnam,False
100214,gate_40,Ad-Free Pass,subscription,4.99,2026-05-24 22:01:37.913743,google_play,Vietnam,False
5341057,gate_40,Booster Pack,booster,1.99,2026-06-12 06:01:37.913743,google_play,Indonesia,False
3783291,gate_40,Special Skin Bundle,cosmetic,3.99,2026-05-05 01:01:37.913743,credit_card,Indonesia,False
3783291,gate_40,Gem Bundle 100,gem,0.99,2026-04-23 23:01:37.913743,apple_pay,Indonesia,False
3783291,gate_40,Gem Bundle 100,gem,0.99,2026-05-02 20:01:37.913743,google_play,Indonesia,False
4645279,gate_30,VIP Starter Pack,bundle,7.99,2026-06-24 21:01:37.913743,google_play,Indonesia,False
4645279,gate_30,Gem Bundle 100,gem,0.99,2026-06-25 07:01:37.913743,apple_pay,Indonesia,False
4645279,gate_30,Special Skin Bundle,cosmetic,3.99,2026-06-26 20:01:37.913743,google_play,Indonesia,False
2529935,gate_30,Booster Pack,booster,1.99,2026-06-19 02:01:37.913743,google_play,Indonesia,False
2529935,gate_30,Gem Bundle 100,gem,0.99,2026-06-20 18:01:37.913743,credit_card,Indonesia,False
2529935,gate_30,Booster Pack,booster,1.99,2026-06-26 03:01:37.913743,dana,Indonesia,False
1896717,gate_40,Ad-Free Pass,subscription,4.99,2026-05-15 05:01:37.913743,google_play,Thailand,False
1896717,gate_40,Gem Bundle 500,gem,2.99,2026-05-16 00:01:37.913743,google_play,Thailand,False
1896717,gate_40,Monthly Battle Pass,subscription,9.99,2026-05-23 18:01:37.913743,credit_card,Thailand,False
1896717,gate_40,Extra Lives Pack,lives,0.99,2026-05-20 19:01:37.913743,google_play,Thailand,False
4997061,gate_40,Monthly Battle Pass,subscription,9.99,2026-05-12 07:01:37.913743,gopay,Philippines,False
1733064,gate_30,Special Skin Bundle,cosmetic,3.99,2026-06-25 23:01:37.913743,credit_card,Indonesia,False
1733064,gate_30,VIP Starter Pack,bundle,7.99,2026-06-29 23:01:37.913743,google_play,Indonesia,False
1733064,gate_30,Gem Bundle 100,gem,0.99,2026-06-23 00:01:37.913743,google_play,Indonesia,False
1733064,gate_30,Extra Lives Pack,lives,0.99,2026-06-25 06:01:37.913743,google_play,Indonesia,False
1733064,gate_30,Special Skin Bundle,cosmetic,3.99,2026-06-29 03:01:37.913743,dana,Indonesia,False
8043106,gate_40,Monthly Battle Pass,subscription,9.99,2026-06-03 00:01:37.913743,apple_pay,Indonesia,False
8043106,gate_40,Gem Bundle 100,gem,0.99,2026-06-02 04:01:37.913743,dana,Indonesia,False
5926332,gate_30,Booster Pack,booster,1.99,2026-06-28 18:01:37.913743,google_play,Vietnam,False
5926332,gate_30,VIP Starter Pack,bundle,7.99,2026-06-18 21:01:37.913743,google_play,Vietnam,False
1360286,gate_40,Gem Bundle 100,gem,0.99,2026-05-24 03:01:37.913743,apple_pay,Philippines,False
2361145,gate_40,Ad-Free Pass,subscription,4.99,2026-06-10 18:01:37.913743,credit_card,Philippines,False
2361145,gate_40,Booster Pack,booster,1.99,2026-06-09 18:01:37.913743,dana,Philippines,False
229449,gate_30,Special Skin Bundle,cosmetic,3.99,2026-04-26 00:01:37.913743,google_play,Myanmar,False
2821034,gate_30,Monthly Battle Pass,subscription,9.99,2026-05-09 00:01:37.913743,google_play,Vietnam,False
6764652,gate_30,Ad-Free Pass,subscription,4.99,2026-05-28 02:01:37.913743,google_play,Cambodia,False
6764652,gate_30,Special Skin Bundle,cosmetic,3.99,2026-05-19 22:01:37.913743,apple_pay,Cambodia,False
1891044,gate_30,Ad-Free Pass,subscription,4.99,2026-05-05 18:01:37.913743,dana,Indonesia,False
4528873,gate_40,VIP Starter Pack,bundle,7.99,2026-06-16 00:01:37.913743,apple_pay,Thailand,False
4528873,gate_40,VIP Starter Pack,bundle,7.99,2026-06-16 07:01:37.913743,google_play,Thailand,False
7549881,gate_40,Booster Pack,booster,1.99,2026-05-24 23:01:37.913743,dana,Vietnam,False
7549881,gate_40,Extra Lives Pack,lives,0.99,2026-05-24 20:01:37.913743,dana,Vietnam,False
7549881,gate_40,Extra Lives Pack,lives,0.99,2026-05-24 05:01:37.913743,google_play,Vietnam,False
1623725,gate_40,Ad-Free Pass,subscription,4.99,2026-05-22 06:01:37.913743,credit_card,Indonesia,False
4334641,gate_40,Ad-Free Pass,subscription,4.99,2026-06-25 07:01:37.913743,google_play,Cambodia,False
272133,gate_30,Special Skin Bundle,cosmetic,3.99,2026-06-05 19:01:37.913743,apple_pay,Thailand,False
272133,gate_30,Extra Lives Pack,lives,0.99,2026-06-07 05:01:37.913743,credit_card,Thailand,False
272133,gate_30,Special Skin Bundle,cosmetic,3.99,2026-06-02 04:01:37.913743,google_play,Thailand,False
272133,gate_30,VIP Starter Pack,bundle,7.99,2026-06-02 03:01:37.913743,dana,Thailand,False
3799901,gate_30,Booster Pack,booster,1.99,2026-06-03 18:01:37.913743,gopay,Indonesia,False
3799901,gate_30,Gem Bundle 500,gem,2.99,2026-06-02 08:01:37.913743,google_play,Indonesia,False
5906493,gate_40,Booster Pack,booster,1.99,2026-05-09 21:01:37.913743,apple_pay,Cambodia,False
6305577,gate_40,Extra Lives Pack,lives,0.99,2026-06-21 21:01:37.913743,dana,Vietnam,False
6305577,gate_40,Ad-Free Pass,subscription,4.99,2026-06-21 08:01:37.913743,google_play,Vietnam,False
3546482,gate_30,Monthly Battle Pass,subscription,9.99,2026-06-26 08:01:37.913743,apple_pay,Singapore,False
3546482,gate_30,Gem Bundle 500,gem,2.99,2026-06-20 20:01:37.913743,apple_pay,Singapore,False
1982504,gate_40,Booster Pack,booster,1.99,2026-06-08 21:01:37.913743,google_play,Thailand,False
1982504,gate_40,Special Skin Bundle,cosmetic,3.99,2026-06-08 06:01:37.913743,dana,Thailand,False
7679488,gate_40,Gem Bundle 500,gem,2.99,2026-05-03 06:01:37.913743,google_play,Thailand,False
8565147,gate_40,Gem Bundle 100,gem,0.99,2026-06-22 08:01:37.913743,google_play,Malaysia,False
8565147,gate_40,Monthly Battle Pass,subscription,9.99,2026-06-16 04:01:37.913743,google_play,Malaysia,False
6077250,gate_40,Booster Pack,booster,1.99,2026-05-09 08:01:37.913743,google_play,Vietnam,False
6077250,gate_40,Gem Bundle 500,gem,2.99,2026-05-12 20:01:37.913743,dana,Vietnam,False
6077250,gate_40,Special Skin Bundle,cosmetic,3.99,2026-05-16 21:01:37.913743,dana,Vietnam,False
6077250,gate_40,Extra Lives Pack,lives,0.99,2026-05-15 04:01:37.913743,google_play,Vietnam,False
5735693,gate_40,Ad-Free Pass,subscription,4.99,2026-05-03 19:01:37.913743,credit_card,Myanmar,False
7234076,gate_30,Gem Bundle 100,gem,0.99,2026-06-16 20:01:37.913743,google_play,Thailand,False
7234076,gate_30,Monthly Battle Pass,subscription,9.99,2026-06-20 04:01:37.913743,google_play,Thailand,False
7234076,gate_30,Special Skin Bundle,cosmetic,3.99,2026-06-19 18:01:37.913743,credit_card,Thailand,False
3868246,gate_30,Monthly Battle Pass,subscription,9.99,2026-04-27 23:01:37.913743,credit_card,Malaysia,False
8984481,gate_40,Ad-Free Pass,subscription,4.99,2026-06-17 19:01:37.913743,dana,Malaysia,False
8984481,gate_40,Booster Pack,booster,1.99,2026-06-22 18:01:37.913743,google_play,Malaysia,False
8984481,gate_40,Gem Bundle 500,gem,2.99,2026-06-17 04:01:37.913743,google_play,Malaysia,False
8984481,gate_40,Special Skin Bundle,cosmetic,3.99,2026-06-11 05:01:37.913743,apple_pay,Malaysia,False
8984481,gate_40,Extra Lives Pack,lives,0.99,2026-06-13 01:01:37.913743,dana,Malaysia,False
2843588,gate_40,Special Skin Bundle,cosmetic,3.99,2026-05-03 08:01:37.913743,google_play,Myanmar,False
2843588,gate_40,Special Skin Bundle,cosmetic,3.99,2026-05-04 04:01:37.913743,google_play,Myanmar,False
2843588,gate_40,Extra Lives Pack,lives,0.99,2026-04-26 19:01:37.913743,dana,Myanmar,False
3379846,gate_30,Ad-Free Pass,subscription,4.99,2026-05-07 20:01:37.913743,google_play,Philippines,False
605416,gate_30,Booster Pack,booster,1.99,2026-06-02 06:01:37.913743,google_play,Cambodia,False
6070582,gate_40,Gem Bundle 500,gem,2.99,2026-04-29 22:01:37.913743,credit_card,Philippines,False
9066655,gate_30,Gem Bundle 100,gem,0.99,2026-06-08 08:01:37.913743,google_play,Cambodia,False
3769033,gate_40,Booster Pack,booster,1.99,2026-05-31 05:01:37.913743,gopay,Philippines,False
3769033,gate_40,Monthly Battle Pass,subscription,9.99,2026-06-07 23:01:37.913743,google_play,Philippines,False
2688470,gate_30,Gem Bundle 100,gem,0.99,2026-05-17 06:01:37.913743,google_play,Vietnam,False
713557,gate_40,VIP Starter Pack,bundle,7.99,2026-06-08 02:01:37.913743,google_play,Vietnam,False
713557,gate_40,Ad-Free Pass,subscription,4.99,2026-06-09 02:01:37.913743,apple_pay,Vietnam,False
713557,gate_40,VIP Starter Pack,bundle,7.99,2026-06-01 22:01:37.913743,dana,Vietnam,False
713557,gate_40,Extra Lives Pack,lives,0.99,2026-05-31 21:01:37.913743,apple_pay,Vietnam,False
713557,gate_40,Special Skin Bundle,cosmetic,3.99,2026-06-11 22:01:37.913743,apple_pay,Vietnam,False
7379874,gate_40,Extra Lives Pack,lives,0.99,2026-04-24 23:01:37.913743,credit_card,Philippines,False
7379874,gate_40,Booster Pack,booster,1.99,2026-04-30 01:01:37.913743,dana,Philippines,False
7379874,gate_40,VIP Starter Pack,bundle,7.99,2026-05-08 03:01:37.913743,google_play,Philippines,False
2242360,gate_30,VIP Starter Pack,bundle,7.99,2026-05-31 18:01:37.913743,google_play,Indonesia,False
1347798,gate_40,Gem Bundle 500,gem,2.99,2026-05-04 18:01:37.913743,google_play,Vietnam,False
2188194,gate_30,Gem Bundle 500,gem,2.99,2026-05-02 22:01:37.913743,credit_card,Myanmar,False
1984946,gate_40,Monthly Battle Pass,subscription,9.99,2026-05-09 06:01:37.913743,gopay,Malaysia,False
6107564,gate_40,Gem Bundle 100,gem,0.99,2026-06-24 01:01:37.913743,apple_pay,Indonesia,False
9612482,gate_40,Extra Lives Pack,lives,0.99,2026-05-09 03:01:37.913743,google_play,Indonesia,False
9612482,gate_40,Extra Lives Pack,lives,0.99,2026-05-11 20:01:37.913743,google_play,Indonesia,False
9612482,gate_40,Monthly Battle Pass,subscription,9.99,2026-05-13 22:01:37.913743,credit_card,Indonesia,False
9612482,gate_40,Extra Lives Pack,lives,0.99,2026-05-19 23:01:37.913743,google_play,Indonesia,False
4906608,gate_40,Ad-Free Pass,subscription,4.99,2026-06-25 22:01:37.913743,google_play,Vietnam,False
6384026,gate_40,Monthly Battle Pass,subscription,9.99,2026-05-23 22:01:37.913743,google_play,Vietnam,False
6384026,gate_40,Gem Bundle 100,gem,0.99,2026-05-16 07:01:37.913743,apple_pay,Vietnam,False
6384026,gate_40,Extra Lives Pack,lives,0.99,2026-05-14 05:01:37.913743,google_play,Vietnam,False
6384026,gate_40,Booster Pack,booster,1.99,2026-05-22 02:01:37.913743,credit_card,Vietnam,False
694662,gate_40,VIP Starter Pack,bundle,7.99,2026-06-27 20:01:37.913743,dana,Indonesia,False
4005148,gate_40,Ad-Free Pass,subscription,4.99,2026-06-19 05:01:37.913743,apple_pay,Vietnam,False
4005148,gate_40,Extra Lives Pack,lives,0.99,2026-06-09 03:01:37.913743,credit_card,Vietnam,False
4005148,gate_40,VIP Starter Pack,bundle,7.99,2026-06-13 05:01:37.913743,apple_pay,Vietnam,False
623086,gate_30,Special Skin Bundle,cosmetic,3.99,2026-06-25 19:01:37.913743,dana,Thailand,False
623086,gate_30,Gem Bundle 500,gem,2.99,2026-06-22 07:01:37.913743,google_play,Thailand,False
623086,gate_30,Monthly Battle Pass,subscription,9.99,2026-06-22 00:01:37.913743,gopay,Thailand,False
623086,gate_30,Gem Bundle 100,gem,0.99,2026-06-22 07:01:37.913743,google_play,Thailand,False
623086,gate_30,Gem Bundle 500,gem,2.99,2026-06-29 02:01:37.913743,gopay,Thailand,False
7073539,gate_40,Booster Pack,booster,1.99,2026-05-20 20:01:37.913743,gopay,Vietnam,False
7073539,gate_40,VIP Starter Pack,bundle,7.99,2026-05-14 20:01:37.913743,google_play,Vietnam,False
2538978,gate_40,Ad-Free Pass,subscription,4.99,2026-05-03 22:01:37.913743,google_play,Malaysia,False
7008029,gate_30,Extra Lives Pack,lives,0.99,2026-05-02 01:01:37.913743,google_play,Indonesia,False
7008029,gate_30,VIP Starter Pack,bundle,7.99,2026-05-07 05:01:37.913743,credit_card,Indonesia,False
7008029,gate_30,Booster Pack,booster,1.99,2026-05-11 05:01:37.913743,google_play,Indonesia,False
7008029,gate_30,Gem Bundle 500,gem,2.99,2026-05-03 03:01:37.913743,google_play,Indonesia,True
7008029,gate_30,Monthly Battle Pass,subscription,9.99,2026-05-02 08:01:37.913743,google_play,Indonesia,False
7109087,gate_40,Ad-Free Pass,subscription,4.99,2026-05-18 07:01:37.913743,credit_card,Indonesia,False
3484046,gate_40,VIP Starter Pack,bundle,7.99,2026-05-20 01:01:37.913743,gopay,Myanmar,False
3484046,gate_40,VIP Starter Pack,bundle,7.99,2026-05-20 18:01:37.913743,credit_card,Myanmar,False
3484046,gate_40,VIP Starter Pack,bundle,7.99,2026-05-22 19:01:37.913743,google_play,Myanmar,False
3484046,gate_40,Extra Lives Pack,lives,0.99,2026-05-21 03:01:37.913743,google_play,Myanmar,False
51970,gate_40,Extra Lives Pack,lives,0.99,2026-06-15 20:01:37.913743,credit_card,Vietnam,False
51970,gate_40,Ad-Free Pass,subscription,4.99,2026-06-05 20:01:37.913743,google_play,Vietnam,False
51970,gate_40,VIP Starter Pack,bundle,7.99,2026-06-11 05:01:37.913743,google_play,Vietnam,False
51970,gate_40,Extra Lives Pack,lives,0.99,2026-06-13 05:01:37.913743,google_play,Vietnam,False
51970,gate_40,Extra Lives Pack,lives,0.99,2026-06-06 05:01:37.913743,google_play,Vietnam,False
1681476,gate_40,Special Skin Bundle,cosmetic,3.99,2026-05-11 01:01:37.913743,credit_card,Vietnam,False
1590118,gate_30,Extra Lives Pack,lives,0.99,2026-06-18 21:01:37.913743,google_play,Thailand,False
5431720,gate_40,Special Skin Bundle,cosmetic,3.99,2026-04-25 08:01:37.913743,credit_card,Thailand,False
5431720,gate_40,Monthly Battle Pass,subscription,9.99,2026-04-25 03:01:37.913743,google_play,Thailand,False
5431720,gate_40,Gem Bundle 100,gem,0.99,2026-04-25 20:01:37.913743,google_play,Thailand,False
5431720,gate_40,Gem Bundle 500,gem,2.99,2026-05-06 02:01:37.913743,google_play,Thailand,False
5431720,gate_40,Booster Pack,booster,1.99,2026-05-03 06:01:37.913743,apple_pay,Thailand,False
1180333,gate_30,Booster Pack,booster,1.99,2026-05-02 19:01:37.913743,gopay,Philippines,False
1180333,gate_30,Gem Bundle 500,gem,2.99,2026-05-13 23:01:37.913743,apple_pay,Philippines,False
2435304,gate_30,VIP Starter Pack,bundle,7.99,2026-05-06 20:01:37.913743,google_play,Indonesia,False
8920422,gate_30,Monthly Battle Pass,subscription,9.99,2026-05-29 08:01:37.913743,google_play,Singapore,False
6404262,gate_40,VIP Starter Pack,bundle,7.99,2026-05-14 22:01:37.913743,google_play,Indonesia,False
6404262,gate_40,VIP Starter Pack,bundle,7.99,2026-05-14 02:01:37.913743,apple_pay,Indonesia,False
6404262,gate_40,Gem Bundle 500,gem,2.99,2026-05-15 02:01:37.913743,credit_card,Indonesia,False
6404262,gate_40,Extra Lives Pack,lives,0.99,2026-05-09 02:01:37.913743,credit_card,Indonesia,False
6404262,gate_40,Gem Bundle 100,gem,0.99,2026-05-12 23:01:37.913743,google_play,Indonesia,False
8988854,gate_40,Gem Bundle 100,gem,0.99,2026-06-29 04:01:37.913743,google_play,Indonesia,False
2204758,gate_40,Gem Bundle 100,gem,0.99,2026-05-01 03:01:37.913743,dana,Malaysia,False
1763807,gate_30,Ad-Free Pass,subscription,4.99,2026-05-23 01:01:37.913743,google_play,Philippines,False
5886530,gate_30,VIP Starter Pack,bundle,7.99,2026-04-30 04:01:37.913743,dana,Myanmar,False
5886530,gate_30,VIP Starter Pack,bundle,7.99,2026-05-06 19:01:37.913743,apple_pay,Myanmar,False
1367588,gate_30,Booster Pack,booster,1.99,2026-06-12 05:01:37.913743,apple_pay,Indonesia,False
5076318,gate_30,Ad-Free Pass,subscription,4.99,2026-04-29 07:01:37.913743,google_play,Cambodia,False
2704319,gate_30,Monthly Battle Pass,subscription,9.99,2026-06-10 23:01:37.913743,google_play,Indonesia,False
